state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
AR,Hot Spring,8.3,32923.0,0.340309206,0.659690794,0.001275704,0.012514048,0.001549069,26201.38696,34108.01688,29337.57322,0.000273365,0.358678377,0.603011292,0.03831033,30.66,85.0,11.0,8.0,0.3,0.6985997630835586,84.14,10.76,0.28,0.44,2.79,1.74
AR,Howard,7.4,13789.0,0.324824135,0.675175865,0.002610777,0.0174777,0.00232069,23953.96298,24737.88431,24460.05046,0.003211981,0.360297152,0.610193974,0.029508873,29.09,87.0,12.0,9.0,0.0,1.6679962288780914,67.39,20.4,0.61,0.68,9.78,1.27
AR,Independence,8.5,36647.0,0.314159413,0.685840587,0.005784921,0.018364395,0.002101127,29751.79899,0.0,30222.14711,0.002374001,0.299861777,0.67119278,0.028945443,26.87,92.0,14.0,7.0,0.0,1.964690151990613,89.81,1.93,0.75,0.39,5.84,1.53
AR,Izard,9.7,13696.0,0.0,1.0,0.00073014,0.013215537,0.001168224,22613.63636,25008.88889,23155.27638,0.002472255,0.3434266,0.611920276,0.044653124,28.75,100.0,12.0,6.0,0.8,1.8983644859813085,94.96,1.28,0.28,0.74,1.52,1.3
AR,Jackson,11.4,17997.0,0.349391565,0.650608435,0.006056565,0.014724676,0.002167028,29063.7539,32731.39617,30480.02189,0.00289715,0.395378001,0.558581154,0.046040846,31.99,83.0,10.0,9.0,3.5,1.1668611435239205,78.79,16.6,0.29,0.48,2.42,1.49
AR,Jefferson,10.1,77435.0,0.690837477,0.309162523,0.009956738,0.014567056,0.001756312,28711.14501,36895.51763,33044.21079,0.003034803,0.621947523,0.35888713,0.019165347,28.2,67.0,16.0,13.0,1.9,2.117905339962549,41.39,54.87,0.77,0.26,1.57,1.21
AR,Johnson,7.9,25540.0,0.286335161,0.713664839,0.002505873,0.012216132,0.002075176,23472.06221,27374.56493,25494.51922,0.003171496,0.370904645,0.601711491,0.027383863,27.59,86.0,13.0,8.0,0.0,1.331245105716523,83.51,1.32,0.69,0.82,12.11,1.93
AR,Lafayette,9.4,7645.0,0.0,1.0,0.001700458,0.012818836,0.00117724,28122.75449,24372.26277,27484.47205,0.003046436,0.3904204,0.580634045,0.028945555,28.82,100.0,10.0,9.0,0.0,2.092871157619359,59.95,37.11,0.34,0.14,1.71,0.8
AR,Lawrence,9.2,17415.0,0.364398507,0.635601493,0.001492966,0.014240597,0.001550388,24954.75966,27716.41791,25565.87156,0.001320701,0.366723842,0.575814751,0.057461407,29.6,75.0,8.0,7.0,0.0,1.4355440712029859,96.74,0.77,0.13,0.35,0.91,1.18
AR,Lee,8.2,10424.0,0.364927091,0.635072909,0.003645434,0.011703761,0.00115119,26720.72072,0.0,28278.10078,0.001260553,0.601381876,0.386393835,0.012224289,31.92,63.0,7.0,16.0,0.0,0.9593246354566385,41.44,55.07,0.39,0.38,1.61,1.16
AR,Lincoln,9.1,14134.0,0.0,1.0,0.00049526,0.009905193,0.000919768,29754.38596,27928.0,30179.53668,0.001415028,0.388107127,0.570358602,0.041534271,30.25,85.0,8.0,11.0,0.0,1.4150275930380642,65.77,29.79,0.14,0.25,3.2,0.99
AR,Little River,7.5,13171.0,0.314782477,0.685217523,0.001366639,0.010629413,0.001670336,26627.43363,59394.57321,46622.28355,0.001637689,0.340256211,0.630240683,0.029503106,29.01,83.0,10.0,9.0,0.0,1.2907144484093842,74.64,19.04,0.3,1.41,2.71,2.0
AR,Logan,8.2,22353.0,0.289804501,0.710195499,0.00272894,0.015613117,0.001118418,24611.3929,29750.36179,26411.66033,0.001207892,0.289110914,0.676615657,0.034273429,29.78,84.0,9.0,8.0,1.8,1.1631548338030688,92.19,1.27,1.61,1.02,2.28,1.83
AR,Lonoke,6.5,68356.0,0.551875475,0.448124525,0.003964539,0.012317865,0.001111826,24650.5279,27130.50114,25573.61992,0.001563286,0.25137947,0.726254159,0.02236637,25.54,80.0,15.0,9.0,0.3,0.6583182163965123,87.93,5.94,0.77,0.48,3.29,1.81
AR,Madison,6.8,15717.0,0.0,1.0,0.002990393,0.010752688,0.000699879,24572.69155,28320.73733,26018.39685,0.000463829,0.338811631,0.627686473,0.033501896,29.17,100.0,10.0,7.0,0.0,1.1452567283832793,91.95,0.17,0.52,1.09,4.83,1.72
AR,Marion,9.8,16653.0,0.0,1.0,0.001741428,0.012129947,0.000960788,22513.14406,24124.74849,22847.01959,0.000308653,0.332867914,0.631667132,0.035464954,29.06,62.0,10.0,6.0,0.0,1.2009848075421845,95.86,0.17,0.22,0.59,1.72,1.6
AR,Miller,5.6,43462.0,0.599880355,0.400119645,0.007155676,0.013483043,0.001748654,26827.70563,39389.80565,32929.20118,0.005982237,0.323242382,0.658102636,0.018654982,31.37,73.0,13.0,12.0,4.0,1.633610970502968,70.62,24.36,0.45,0.64,2.39,1.7
AR,Mississippi,11.9,46480.0,0.637327883,0.362672117,0.008175559,0.013898451,0.002086919,26176.82824,48293.19057,39092.67196,0.00358068,0.475874375,0.49793005,0.026195575,29.9,73.0,11.0,13.0,1.5,1.957831325301205,60.47,33.91,0.49,0.26,3.65,1.5
AR,Monroe,8.9,8149.0,0.310222113,0.689777887,0.001595288,0.020125169,0.003190576,29865.58517,21191.48936,23907.47782,0.004172291,0.468251667,0.508553204,0.023195129,28.25,94.0,8.0,12.0,2.2,1.718002208859983,55.82,40.67,0.44,0.36,1.62,1.18
AR,Montgomery,8.4,9487.0,0.0,1.0,0.000316222,0.014757036,0.00042163,36205.60748,0.0,24518.28631,0.000752609,0.301490889,0.652954169,0.045554942,28.44,85.0,9.0,5.0,0.0,2.0027405923895856,92.82,0.18,0.52,0.79,3.81,1.99
AR,Nevada,9.6,8997.0,0.308213849,0.691786151,0.002556408,0.013115483,0.001444926,22711.48936,0.0,27998.83923,0.001444926,0.405502063,0.567262724,0.027235213,27.75,88.0,11.0,10.0,0.0,1.8895187284650439,65.14,30.65,0.26,0.31,2.45,1.36
AR,Newton,6.7,8330.0,0.0,1.0,0.000840336,0.00972389,0.000720288,17463.91753,0.0,19453.83412,0.000120048,0.298484848,0.653535354,0.047979798,26.75,100.0,12.0,7.0,0.0,1.3205282112845138,94.77,0.06,0.26,1.01,1.69,2.18
AR,Ouachita,9.1,26120.0,0.436485452,0.563514548,0.003790199,0.01795559,0.00229709,26534.36426,40294.8897,32516.69297,0.003199464,0.436345382,0.544879518,0.0187751,26.93,92.0,13.0,11.0,2.7,1.4165390505359878,56.3,39.95,0.36,0.31,1.56,1.61
AR,Perry,8.6,10445.0,0.0,1.0,0.00229775,0.009861178,0.000861656,24952.7027,0.0,27608.78885,0.002680708,0.315961673,0.641037626,0.043000701,30.15,81.0,11.0,7.0,1.0,1.723312589755864,93.62,1.88,0.16,0.56,2.36,1.63
AR,Phillips,10.2,21757.0,0.520338282,0.479661718,0.004412373,0.016960059,0.002160224,25642.2576,30765.01767,26906.47482,0.002757733,0.634964879,0.345300479,0.019734642,28.89,63.0,12.0,18.0,1.3,0.8732821620627844,34.63,62.75,0.29,0.18,1.32,0.95
AR,Pike,8.7,11291.0,0.0,1.0,0.001417058,0.014790541,0.000531397,22546.97786,21059.52381,22411.09299,0.002353202,0.274583964,0.687594554,0.037821483,27.77,99.0,10.0,7.0,0.0,1.7713222920910459,88.24,2.9,0.49,0.56,6.44,1.64
AR,Poinsett,9.0,24583.0,0.288614083,0.711385917,0.004800065,0.012203555,0.00138307,26191.86047,24930.59937,25852.16653,0.003231095,0.345862765,0.618440969,0.035696266,32.57,80.0,6.0,10.0,2.8,1.667819224667453,89.01,7.18,0.18,0.23,2.21,1.34
AR,Polk,7.2,20662.0,0.266140741,0.733859259,0.003049076,0.021391927,0.001887523,22837.80792,27323.28416,24189.86852,0.001721518,0.254784533,0.71253743,0.032678037,28.74,97.0,11.0,7.0,0.5,1.0647565579324363,89.77,0.26,0.43,1.68,5.76,2.31
AR,Pope,7.5,61754.0,0.45506364,0.54493636,0.002428992,0.020047284,0.002315639,25930.52984,39161.33064,32259.33591,0.002468342,0.271842022,0.705104398,0.02305358,24.67,82.0,19.0,8.0,0.2,1.3278492081484599,86.9,2.83,0.97,0.64,6.75,2.21
AR,Prairie,8.9,8715.0,0.0,1.0,0.000688468,0.015834768,0.001606426,24003.10078,34500.0,24670.99567,0.00172117,0.309967465,0.657497782,0.032534753,26.75,90.0,9.0,8.0,2.3,1.9506597819850833,85.71,12.17,0.06,0.3,0.93,0.92
AR,Pulaski,7.0,382748.0,0.877232539,0.122767461,0.011022918,0.024122922,0.002361867,36735.92968,42249.90043,39650.59163,0.002670164,0.550714937,0.435172273,0.014112791,23.61,68.0,28.0,11.0,2.1,1.2227366308902987,55.31,34.81,1.94,0.33,5.79,2.05
AR,Randolph,9.9,17969.0,0.325783293,0.674216707,0.000222606,0.0159163,0.001558239,23089.60302,26106.38298,23789.48897,0.001630029,0.390726381,0.572084191,0.037189429,28.29,86.0,11.0,8.0,0.0,1.0573765930213144,95.87,0.71,0.16,0.5,1.57,1.4
AR,St. Francis,10.3,28258.0,0.484464576,0.515535424,0.004848185,0.013412131,0.002194069,26517.45323,28155.75397,27107.55762,0.002649161,0.577169911,0.412098895,0.010731194,29.64,66.0,10.0,15.0,1.8,1.450916554604006,42.37,51.54,0.47,0.45,4.07,1.45
AR,Saline,6.4,107118.0,0.638398775,0.361601225,0.001437667,0.013919229,0.001213615,27059.12106,27825.48924,27318.86203,0.001108217,0.284303406,0.693816765,0.021879829,26.56,73.0,16.0,8.0,0.0,0.7841819302078082,88.97,4.62,0.86,0.46,3.82,1.43
AR,Scott,6.8,11233.0,0.296447966,0.703552034,0.001335351,0.012552301,0.001246328,24091.61793,0.0,24264.32697,0.010670346,0.263579474,0.698623279,0.037797247,29.65,84.0,8.0,7.0,0.0,1.6024214368378882,85.35,0.45,3.37,1.69,6.96,2.51
AR,Searcy,8.9,8195.0,0.0,1.0,0.000976205,0.012446614,0.001464308,21975.22816,18286.79245,21028.10078,0.001289811,0.249805043,0.708604107,0.04159085,29.36,100.0,8.0,6.0,1.2,1.5863331299572911,95.18,0.04,0.13,1.11,1.48,2.21
AR,Sebastian,7.7,125744.0,0.791878738,0.208121262,0.006139458,0.020684884,0.002910676,31276.25535,37961.64144,35327.78957,0.00334012,0.316416736,0.662709433,0.020873831,27.7,90.0,17.0,9.0,1.4,1.1451838656317597,72.83,6.24,4.01,1.74,12.28,3.59
AR,Sevier,6.7,17058.0,0.363993434,0.636006566,0.002520811,0.013542033,0.001582835,24814.33225,0.0,23777.75647,0.001901161,0.281877729,0.68231441,0.03580786,27.68,73.0,9.0,9.0,0.0,1.6414585531715324,61.06,4.2,0.36,1.9,30.6,3.07
AR,Sharp,9.5,17264.0,0.199432345,0.800567655,0.000347544,0.017145505,0.001100556,23295.32164,21261.19403,22794.6363,0.001812442,0.335907336,0.625344732,0.038747932,30.26,95.0,10.0,6.0,0.0,1.737720111214087,94.99,0.53,0.28,0.95,1.68,1.71
AR,Stone,7.3,12394.0,0.0,1.0,0.002581894,0.017427788,0.001533,20738.61852,25333.33333,22579.96237,0.001867032,0.300150263,0.663786627,0.03606311,28.81,96.0,10.0,5.0,0.0,1.6136840406648378,96.11,0.09,0.36,0.66,1.27,1.61
AR,Union,11.0,41639.0,0.454958092,0.545041908,0.004875237,0.022863181,0.00266577,35189.90489,43040.80336,38797.76856,0.004418934,0.360323651,0.62151464,0.018161709,27.5,95.0,15.0,11.0,2.3,1.3689089555464828,61.77,32.84,0.47,0.31,3.51,1.25
AR,Van Buren,10.8,17295.0,0.0,1.0,0.00329575,0.016941313,0.001618965,24007.72672,29367.45407,25708.49528,0.002775369,0.320901089,0.637923318,0.041175593,28.98,100.0,11.0,6.0,0.0,1.8502457357617808,94.14,0.38,0.32,0.65,2.75,1.96
AR,Washington,6.3,203065.0,0.745052077,0.254947923,0.004131682,0.018880654,0.00194519,30533.60317,38847.26738,35041.42004,0.002771083,0.424407722,0.555176952,0.020415326,23.05,85.0,25.0,8.0,1.7,1.4330386821953562,74.14,2.87,2.15,1.06,15.49,2.81
AR,White,7.9,77076.0,0.456821838,0.543178162,0.002854326,0.016204785,0.001647724,25545.54974,33653.57474,29473.72919,0.002427993,0.249749583,0.722203673,0.028046745,24.21,82.0,16.0,8.0,0.3,1.2455238984898023,89.56,3.94,0.53,0.55,3.74,1.83
AR,Woodruff,10.0,7260.0,0.0,1.0,0.0,0.015013774,0.001928375,27436.53251,28846.15385,27841.0596,0.002163912,0.51140891,0.436798261,0.051792829,29.38,100.0,8.0,11.0,1.3,2.3415977961432506,69.44,27.4,0.21,0.23,1.2,1.43
AR,Yell,7.8,22185.0,0.208744647,0.791255353,0.001938247,0.012756367,0.000721208,24435.27132,0.0,25165.51575,0.000811359,0.33184228,0.630881378,0.037276342,28.01,81.0,11.0,9.0,0.0,1.1719630380887986,76.72,1.3,1.25,0.57,19.07,1.75
CA,Alameda,11.2,1510271.0,0.996113942,0.003886058,0.006931206,0.019445517,0.000962741,47826.57447,67149.03688,56888.76191,0.002850482,0.787573527,0.192511139,0.019915334,13.94,72.0,39.0,9.0,1.2,1.0825871648200887,34.07,12.19,25.86,0.28,22.51,6.03
CA,Alpine,13.1,1175.0,0.0,1.0,0.008510638,0.033191489,0.001702128,18950.81967,0.0,17331.95592,0.0,0.60982659,0.36416185,0.026011561,19.11,30.0,31.0,9.0,0.0,15.319148936170212,72.51,0.0,0.6,17.87,7.15,2.38
CA,Amador,14.4,38091.0,0.395762779,0.604237221,0.002887821,0.018377044,0.001391405,29565.95834,37535.01946,32701.92676,0.002366438,0.415364168,0.561456672,0.02317916,22.69,69.0,19.0,7.0,0.8,2.336509936730461,79.61,2.46,1.04,1.44,12.49,3.56
CA,Butte,14.2,220000.0,0.810981818,0.189018182,0.003463636,0.0177,0.001340909,28613.65133,38543.55146,32388.26956,0.002481818,0.498479532,0.475016527,0.026503941,21.12,79.0,24.0,9.0,1.0,1.1727272727272728,75.19,1.42,4.06,1.54,14.14,4.75
CA,Calaveras,14.8,45578.0,0.245908114,0.754091886,0.002040458,0.018539646,0.000789855,27334.67382,41227.07424,30164.56147,0.001645531,0.421050373,0.550716554,0.028233073,20.23,89.0,20.0,10.0,0.6,2.0843389354513144,83.54,0.78,1.16,1.15,10.32,3.95
CA,Colusa,21.3,21419.0,0.682758299,0.317241701,0.002241001,0.014566506,0.001307251,34906.47691,35706.01336,34998.71531,0.002881087,0.399595583,0.580650179,0.019754239,19.78,76.0,12.0,10.0,0.9,3.221438909379523,39.8,0.78,1.25,1.38,55.11,3.57
CA,Contra Costa,11.2,1049025.0,0.992072639,0.007927361,0.004123829,0.016753652,0.000958032,45466.1857,67698.93122,57025.26096,0.001496628,0.67969224,0.302083472,0.018224289,13.85,72.0,37.0,9.0,0.6,0.9075093539238817,47.75,8.92,14.19,0.28,24.36,5.93
CA,Del Norte,13.5,28610.0,0.663264593,0.336735407,0.003879762,0.01415589,0.001223348,23043.42062,38131.85913,27390.51439,0.003595246,0.453572553,0.521141538,0.025285909,27.44,81.0,14.0,10.0,1.7,2.202027263194687,64.71,3.38,3.28,6.76,17.8,4.54
CA,El Dorado,12.5,181058.0,0.653000696,0.346999304,0.0026787,0.020695026,0.001093572,35320.3015,38816.71702,36758.93924,0.001703487,0.436142737,0.541441577,0.022415686,17.24,84.0,31.0,7.0,0.6,1.910989848556816,79.91,0.72,3.39,0.86,12.08,3.82
CA,Fresno,17.1,930450.0,0.891947982,0.108052018,0.00534795,0.013423612,0.000937181,35033.54429,38308.70053,36524.52694,0.001866839,0.502062147,0.48116156,0.016776293,17.26,66.0,19.0,14.0,0.9,0.9576011607286797,32.73,4.84,9.33,0.64,50.31,4.54
CA,Glenn,15.8,28122.0,0.591280848,0.408719152,0.002595832,0.014472655,0.001351255,29640.85948,63850.0,40480.6617,0.004384112,0.377973479,0.598238688,0.023787833,21.63,81.0,13.0,8.0,0.4,2.4180357015859473,55.89,0.68,2.4,1.7,37.48,3.61
CA,Humboldt,10.8,134623.0,0.702413406,0.297586594,0.003929492,0.02073197,0.001225645,27328.8619,35071.04701,29059.15535,0.002748416,0.62284432,0.340719005,0.036436675,22.78,72.0,26.0,10.0,0.8,1.6861903240902372,77.22,1.03,2.12,5.17,9.81,5.33
CA,Imperial,29.4,174528.0,0.825821645,0.174178355,0.003540979,0.010307802,0.001432435,28829.27735,30802.81475,29712.21298,0.00307687,0.622411128,0.360844925,0.016743946,16.94,71.0,10.0,16.0,0.4,1.552759442610928,13.71,2.93,1.26,0.94,80.37,4.42
CA,Inyo,10.0,18546.0,0.535695029,0.464304971,0.003720479,0.025234552,0.001779359,31346.88279,29929.93631,31042.0826,0.003558719,0.438649947,0.530059768,0.031290285,20.84,76.0,19.0,10.0,0.6,2.8577590855170927,66.3,0.55,1.23,10.22,19.4,3.45
CA,Kern,16.0,839631.0,0.89793969,0.10206031,0.005810886,0.011085822,0.00085752,35476.87121,43141.33632,38917.69568,0.002957251,0.401361391,0.578883401,0.019755207,18.64,84.0,14.0,15.0,0.8,1.2993803230228518,38.56,5.4,3.94,0.7,49.19,4.51
CA,Kings,16.5,152982.0,0.891483965,0.108516035,0.00348407,0.008340851,0.001209293,29311.92734,36716.38697,32634.94595,0.00215058,0.420046713,0.561410505,0.018542782,17.94,49.0,12.0,13.0,0.4,1.398857381914212,35.22,6.74,3.49,0.85,50.9,4.9
CA,Lake,15.5,64665.0,0.668939921,0.331060079,0.00451558,0.014165314,0.000881466,26510.3741,39638.8998,30261.59201,0.0035104,0.581551954,0.388967191,0.029480855,24.84,64.0,15.0,11.0,0.6,2.3660403618649966,74.13,1.83,1.07,2.37,17.15,4.74
CA,Lassen,14.4,34895.0,0.294741367,0.705258633,0.003381573,0.010459951,0.001117639,25090.13605,37553.38078,29120.25316,0.003168649,0.314920523,0.657152894,0.027926583,24.49,76.0,11.0,11.0,0.0,2.693795672732483,66.69,8.0,0.97,2.86,17.53,3.47
CA,Los Angeles,12.6,9818605.0,0.993947816,0.006052184,0.005116511,0.021073768,0.000320107,44021.85481,54479.61547,49179.87345,0.001852645,0.691887104,0.288231922,0.019880973,14.29,61.0,28.0,11.0,1.1,1.7303883800193613,27.79,8.3,13.5,0.19,47.74,4.47
CA,Madera,17.0,150865.0,0.670751997,0.329248003,0.004335001,0.010844132,0.00093461,33051.39683,36174.14375,34636.66789,0.002728996,0.423846063,0.556793767,0.01936017,19.94,52.0,12.0,12.0,0.8,0.6893580353295993,38.03,3.32,1.68,1.19,53.69,4.18
CA,Marin,8.1,252409.0,0.934800265,0.065199735,0.002060148,0.033239702,0.001525302,49544.08699,61937.98934,53605.99232,0.001148929,0.779759909,0.20245797,0.017782121,12.45,100.0,54.0,7.0,1.0,1.1726998641094415,72.83,2.62,5.38,0.21,15.48,4.24
CA,Mariposa,13.3,18251.0,0.0,1.0,0.002027286,0.015779957,0.000657498,26477.76033,0.0,28757.04342,0.002575201,0.424826443,0.548958657,0.0262149,19.34,86.0,22.0,7.0,1.1,3.780614760835023,83.24,0.71,1.1,2.51,9.18,4.08
CA,Mendocino,11.9,87841.0,0.547694129,0.452305871,0.005555492,0.025443699,0.001297799,28457.56605,41684.94086,31114.88895,0.003016814,0.695796681,0.267917833,0.036285486,23.71,73.0,24.0,10.0,0.9,1.7759360663016133,68.59,0.62,1.6,3.97,22.2,4.52
CA,Merced,18.4,255793.0,0.8572674,0.1427326,0.005660827,0.008921276,0.001016447,31271.95178,36753.93241,33990.7827,0.003021975,0.533334378,0.449849549,0.016816073,18.13,89.0,13.0,14.0,0.5,0.9773527813505452,31.9,3.43,7.11,0.44,54.92,4.66
CA,Modoc,15.5,9686.0,0.300433616,0.699566384,0.00175511,0.015692752,0.001548627,34195.95314,57349.39759,30814.2117,0.00292071,0.297058824,0.674434389,0.028506787,21.71,90.0,14.0,9.0,1.1,2.6842865992153624,78.97,0.79,0.72,3.02,13.86,3.83
CA,Mono,10.4,14202.0,0.54168427,0.45831573,0.004154344,0.03710745,0.001830728,29608.42391,22620.91503,26924.51883,0.002645402,0.555196554,0.422545324,0.022258122,17.95,56.0,32.0,7.0,0.8,3.5910435149978874,68.21,0.3,1.34,1.68,26.49,2.92
CA,Monterey,13.0,415057.0,0.901839988,0.098160012,0.00490776,0.016535078,0.001168514,38585.4158,43544.90107,40579.9226,0.002498452,0.681545349,0.298937457,0.019517194,15.41,60.0,24.0,10.0,1.0,0.9926347465528832,32.87,2.72,5.73,0.33,55.41,5.15
CA,Napa,10.6,136484.0,0.865991618,0.134008382,0.00476979,0.025101843,0.001736467,41309.60569,47523.26799,43576.92238,0.00182439,0.65136984,0.326682539,0.021947621,15.64,74.0,28.0,7.0,3.1,0.9451657337123766,56.39,1.79,6.58,0.4,32.25,4.09
CA,Nevada,12.0,98764.0,0.57865214,0.42134786,0.003148921,0.027358147,0.001204892,33945.83566,36301.10129,34689.97821,0.002088717,0.514259529,0.461174906,0.024565565,17.12,100.0,32.0,8.0,0.7,1.8731521607063304,86.55,0.35,1.14,0.8,8.54,3.16
CA,Orange,10.0,3010232.0,0.998566556,0.001433444,0.002294508,0.024065587,0.000710576,44933.7308,56246.45459,50255.5579,0.001736079,0.476349304,0.501924699,0.021725997,12.46,74.0,35.0,8.0,0.9,1.1663552842438722,44.13,1.46,17.69,0.21,33.65,4.25
CA,Placer,11.9,348432.0,0.862128048,0.137871952,0.00225295,0.021665633,0.00179662,35796.43323,52661.5281,44469.29565,0.00158998,0.433905041,0.54675432,0.019340639,14.86,86.0,33.0,9.0,0.3,1.1566101850576296,76.14,1.27,5.73,0.6,12.83,4.34
CA,Plumas,18.7,20007.0,0.259759084,0.740240916,0.005448093,0.028589994,0.001249563,33038.63401,47843.11224,36190.06245,0.00237067,0.427548059,0.54724338,0.02520856,21.19,83.0,23.0,8.0,0.0,3.148897885739991,85.05,0.9,0.63,2.3,8.02,3.62
CA,Riverside,14.2,2189641.0,0.953776898,0.046223102,0.003016476,0.012120708,0.000555799,32321.97292,36149.07634,34120.78903,0.001557333,0.502112625,0.478976485,0.01891089,17.69,73.0,20.0,10.0,0.5,1.7377277827735231,39.69,5.97,5.75,0.5,45.45,4.78
CA,Sacramento,12.9,1418788.0,0.979378878,0.020621122,0.006026975,0.014685774,0.00091557,38464.77335,48534.974,43586.31354,0.002959568,0.584929616,0.394719285,0.020351099,17.53,74.0,27.0,11.0,0.8,1.3370566990981034,48.43,9.86,14.02,0.56,21.58,6.59
CA,San Benito,15.5,55269.0,0.759955852,0.240044148,0.003853878,0.01485462,0.001284626,32993.72291,39771.35908,35227.35471,0.002003112,0.604770363,0.376807917,0.01842172,15.26,53.0,18.0,10.0,0.9,1.2303461253143715,38.27,0.64,2.35,0.42,56.43,4.89
CA,San Bernardino,13.9,2035210.0,0.952655009,0.047344991,0.004430501,0.012016942,0.000703613,33466.94951,37862.39672,35804.94513,0.002827718,0.520703111,0.457516814,0.021780075,18.72,64.0,18.0,13.0,0.8,1.626367794969561,33.29,8.39,6.09,0.42,49.19,5.03
CA,San Diego,11.0,3095313.0,0.967029506,0.032970494,0.003760201,0.019854212,0.000636769,41957.58593,52407.10893,47193.26828,0.001566239,0.541474858,0.439489313,0.019035829,14.74,77.0,33.0,9.0,1.0,1.1872789601568565,48.46,4.74,10.6,0.46,32.03,5.12
CA,San Francisco,9.1,805235.0,1.0,0.0,0.007212801,0.031538619,0.001469136,59751.9292,88410.64133,74189.65317,0.002401783,0.841602131,0.136580779,0.02181709,12.64,75.0,50.0,4.0,1.4,1.3225952672201284,41.91,5.81,33.0,0.23,15.12,4.68
CA,San Joaquin,16.9,685306.0,0.915271426,0.084728574,0.008060633,0.012219359,0.00106084,34419.21678,38768.08343,36579.26028,0.001988893,0.544421039,0.437580308,0.017998653,19.07,69.0,17.0,12.0,0.7,1.0199823144697406,35.88,7.08,13.8,0.46,38.86,6.39
CA,San Luis Obispo,10.2,269637.0,0.83403613,0.16596387,0.002659131,0.024677622,0.001197907,32965.32018,40540.903,35489.51144,0.002043488,0.513942391,0.460260982,0.025796627,14.14,84.0,30.0,7.0,1.7,1.32771095954932,71.09,1.9,3.01,0.51,20.76,3.75
CA,San Mateo,8.6,718451.0,0.981089873,0.018910127,0.00250539,0.022801833,0.001213722,61250.54548,86320.81277,74353.31488,0.001489315,0.734691321,0.247474381,0.017834298,11.71,72.0,44.0,7.0,0.7,0.8393056728990564,42.26,2.61,24.49,0.16,25.4,5.32
CA,Santa Barbara,9.9,423895.0,0.949824839,0.050175161,0.004343057,0.022220125,0.001252669,39190.68199,54190.75288,44565.07353,0.002283584,0.603812203,0.37495998,0.021227817,13.73,79.0,31.0,9.0,1.5,1.427240236379292,47.92,1.71,4.62,0.43,42.86,4.59
CA,Santa Clara,10.7,1781642.0,0.989163367,0.010836633,0.002625107,0.020165106,0.000858197,59824.27362,104408.1716,85666.08307,0.002013311,0.694484134,0.285520043,0.019995823,11.39,95.0,44.0,8.0,0.9,0.38728319157271773,35.19,2.38,31.74,0.23,26.9,4.9
CA,Santa Cruz,13.6,262382.0,0.879606833,0.120393167,0.005004154,0.0225206,0.001063335,34829.11327,59667.81261,41936.87781,0.001566418,0.774573865,0.198018559,0.027407576,13.1,81.0,38.0,9.0,1.2,1.1929171970638228,59.61,0.88,4.06,0.37,32.05,4.69
CA,Shasta,17.2,177223.0,0.707137335,0.292862665,0.008221281,0.020217466,0.001783064,30922.59333,37598.35036,33535.10047,0.001235731,0.359086951,0.616842891,0.024070158,23.59,85.0,18.0,11.0,0.3,1.184947777658656,82.41,0.81,2.42,2.35,8.4,4.42
